end,payloadSize,metadataSize,objectCount,uploadCount
"2023-07-18T09:30:00.000Z","61433485600","26675602","202513","0"
"2023-07-18T10:30:00.000Z","58833549634","25536943","193901","0"
"2023-07-18T11:40:00.000Z","57107578550","24837447","188750","0"
"2023-07-18T12:40:00.000Z","54871825635","24203753","184033","0"
"2023-07-18T13:30:00.000Z","53597659548","23772876","180703","0"
"2023-07-18T14:30:00.000Z","52637535058","23459001","178217","0"
"2023-07-18T15:40:00.000Z","52115458794","23273055","176765","0"
"2023-07-18T16:30:00.000Z","52176477725","23359483","177422","0"
"2023-07-18T17:30:00.000Z","52112723710","23445462","178069","0"
"2023-07-18T18:40:00.000Z","52111658297","23476925","178313","0"
"2023-07-18T19:30:00.000Z","52036612359","23481685","178362","1"
"2023-07-18T20:30:00.000Z","52101463049","23528458","178725","0"
"2023-07-18T21:30:00.000Z","51988589150","23596931","179265","0"
"2023-07-18T22:40:00.000Z","51843426876","23608266","179371","0"
"2023-07-19T01:10:00.000Z","51803299415","23685846","179921","0"
"2023-07-19T03:40:00.000Z","51909572573","23860555","181211","0"
"2023-07-19T04:20:00.000Z","51877551335","23904539","181542","0"
"2023-07-19T05:10:00.000Z","51916640647","23946509","181848","0"
"2023-07-19T06:10:00.000Z","51898069216","24022040","182408","0"
"2023-07-19T07:10:00.000Z","51903132384","24088709","182887","0"
"2023-07-19T08:10:00.000Z","51859278676","24195201","183675","0"
"2023-07-19T08:30:00.000Z","51842077674","24228022","183914","0"
"2023-07-19T09:30:00.000Z","52208661539","24371312","185003","0"
"2023-07-19T10:20:00.000Z","52272608264","24452535","185616","0"
"2023-07-19T11:40:00.000Z","52235754342","24594380","186653","0"
"2023-07-19T12:30:00.000Z","52301793356","24660027","187120","0"
"2023-07-19T13:40:00.000Z","53382464661","25268323","191443","0"
"2023-07-19T14:40:00.000Z","54606875175","25968747","196334","0"
"2023-07-19T15:30:00.000Z","56253120571","26542059","200260","0"
"2023-07-19T16:30:00.000Z","57215830496","26957308","203232","0"
"2023-07-19T17:40:00.000Z","57677298218","27195241","204971","0"
"2023-07-19T18:30:00.000Z","58148885201","27373625","206278","0"
"2023-07-19T19:30:00.000Z","58653418780","27520023","207346","0"
"2023-07-19T20:40:00.000Z","59020843293","27742813","208959","0"
"2023-07-19T21:20:00.000Z","59257266701","27893756","210065","0"
"2023-07-19T22:30:00.000Z","59853165558","28238766","212539","0"
"2023-07-20T00:00:00.000Z","60882434133","28695811","215833","0"
"2023-07-20T01:20:00.000Z","61370134523","29007653","218080","0"
"2023-07-20T02:00:00.000Z","61384449718","29124056","218928","0"
"2023-07-20T02:30:00.000Z","61369010816","29218086","219602","0"
"2023-07-20T03:30:00.000Z","62290801557","29508511","221667","0"
"2023-07-20T04:40:00.000Z","62445334925","29742187","223378","0"
"2023-07-20T05:40:00.000Z","62796713584","29905791","224567","0"
"2023-07-20T06:30:00.000Z","63090652170","30088893","225873","0"
"2023-07-20T07:30:00.000Z","63075921114","30278897","227241","0"
"2023-07-20T08:40:00.000Z","63498984097","30526240","229029","0"
"2023-07-20T09:40:00.000Z","63997665763","30778600","230877","0"
"2023-07-20T10:30:00.000Z","64629452404","31036385","232754","0"
"2023-07-20T11:30:00.000Z","65530712826","31343269","234973","0"
"2023-07-20T12:40:00.000Z","66086491979","31737599","237874","0"
"2023-07-20T13:30:00.000Z","66511711371","32032546","240003","0"
"2023-07-20T14:30:00.000Z","66793932074","32343117","242179","0"
"2023-07-20T15:30:00.000Z","67372460689","32699849","244688","0"
"2023-07-20T16:40:00.000Z","67852158458","32948254","246467","0"
"2023-07-20T17:40:00.000Z","68099069616","33098342","247604","0"
"2023-07-20T18:30:00.000Z","68385470642","33192803","248331","0"
"2023-07-20T19:30:00.000Z","68519514131","33281824","248991","0"
"2023-07-20T20:40:00.000Z","68795339060","33409252","249999","0"
"2023-07-20T21:30:00.000Z","68936873862","33508013","250745","0"
"2023-07-20T22:30:00.000Z","69437954323","33704636","252220","0"
"2023-07-21T00:10:00.000Z","70028145070","34006956","254416","0"
"2023-07-21T01:30:00.000Z","70304905784","34229971","256058","0"
"2023-07-21T02:30:00.000Z","70530802890","34375538","257109","0"
"2023-07-21T03:40:00.000Z","70955856795","34640640","259054","0"
"2023-07-21T04:40:00.000Z","71338620469","34801190","260232","0"
"2023-07-21T05:30:00.000Z","71410333239","34933924","261171","0"
"2023-07-21T06:30:00.000Z","71664303473","35104661","262392","0"
"2023-07-21T07:40:00.000Z","72035898545","35343595","264112","1"
"2023-07-21T08:40:00.000Z","72258766595","35537836","265548","0"
"2023-07-21T09:30:00.000Z","72444836068","35714847","266833","0"
"2023-07-21T10:30:00.000Z","72957551547","35996081","268916","0"
"2023-07-21T11:40:00.000Z","73376730886","36291448","271010","0"
"2023-07-21T12:40:00.000Z","73651861105","36614032","273331","0"
"2023-07-21T13:30:00.000Z","74153249547","36866440","275086","0"
"2023-07-21T14:30:00.000Z","74951996641","37165755","277243","0"
"2023-07-21T15:40:00.000Z","75249224499","37429438","279170","0"
"2023-07-21T16:20:00.000Z","75492600859","37550807","280047","0"
"2023-07-21T17:30:00.000Z","75796614628","37720300","281288","0"
"2023-07-21T18:30:00.000Z","76113470519","37811602","281953","0"
"2023-07-21T19:40:00.000Z","76288783158","37907408","282670","0"
"2023-07-21T20:30:00.000Z","76319809962","37984751","283242","0"
"2023-07-21T21:30:00.000Z","76516978040","38074744","283932","0"
"2023-07-21T22:30:00.000Z","76755973551","38231573","285106","0"
"2023-07-22T00:10:00.000Z","76697020511","38466999","286822","0"
"2023-07-22T01:30:00.000Z","76898375212","38662519","288264","0"
"2023-07-22T02:00:00.000Z","77146381355","38767912","289018","0"
"2023-07-22T02:30:00.000Z","77275684083","38878579","289814","0"
"2023-07-22T03:40:00.000Z","77739318867","39106515","291394","0"
"2023-07-22T04:30:00.000Z","77941512011","39286817","292688","0"
"2023-07-22T05:30:00.000Z","78343480161","39470100","294018","0"
"2023-07-22T06:30:00.000Z","78365646734","39665258","295469","0"
"2023-07-22T07:40:00.000Z","78699169805","39912303","297241","0"
"2023-07-22T08:30:00.000Z","78982346662","40083795","298496","0"
"2023-07-22T09:30:00.000Z","79343679173","40315157","300167","0"
"2023-07-22T10:30:00.000Z","79751214604","40572548","302050","0"
"2023-07-22T11:40:00.000Z","80228126535","40886686","304324","0"
"2023-07-22T12:30:00.000Z","80427047273","41124438","306093","0"
"2023-07-22T13:30:00.000Z","80934611910","41383434","307987","0"
"2023-07-22T14:30:00.000Z","81660182229","41645852","309871","0"
"2023-07-22T15:40:00.000Z","82181950679","41911718","311722","0"
"2023-07-22T16:30:00.000Z","82560582792","42054121","312769","0"
"2023-07-22T17:30:00.000Z","82719216098","42157166","313520","0"
"2023-07-22T18:30:00.000Z","82940664295","42240460","314147","0"
"2023-07-22T19:40:00.000Z","83036829740","42343479","314915","0"
"2023-07-22T20:30:00.000Z","83071609239","42407403","315405","0"
"2023-07-22T21:30:00.000Z","83255791254","42504315","316127","0"
"2023-07-22T22:30:00.000Z","83394563265","42600498","316859","0"
"2023-07-23T00:10:00.000Z","83517853548","42823670","318501","0"
"2023-07-23T01:30:00.000Z","83814502937","43035361","320017","0"
"2023-07-23T02:30:00.000Z","84198488752","43212626","321324","0"
"2023-07-23T03:40:00.000Z","84274577631","43498741","323361","0"
"2023-07-23T04:30:00.000Z","84673904005","43676759","324621","0"
"2023-07-23T05:30:00.000Z","85184069951","43869027","326016","0"
"2023-07-23T06:30:00.000Z","85764447185","44033356","327197","0"
"2023-07-23T07:40:00.000Z","85957550181","44228792","328576","0"
"2023-07-23T08:30:00.000Z","86436865474","44385080","329684","0"
"2023-07-23T09:30:00.000Z","86857585197","44597190","331166","0"
"2023-07-23T10:40:00.000Z","87041700643","44834507","332893","0"
"2023-07-23T11:40:00.000Z","87415198201","45074816","334636","0"
"2023-07-23T12:30:00.000Z","87930895259","45322676","336413","0"
"2023-07-23T13:30:00.000Z","88237028991","45602756","338403","0"
"2023-07-23T14:40:00.000Z","89172710756","45889645","340418","0"
"2023-07-23T15:40:00.000Z","89500819304","46089443","341813","0"
"2023-07-23T16:30:00.000Z","89875050774","46203927","342609","0"
"2023-07-23T17:30:00.000Z","90020358187","46320050","343479","0"
"2023-07-23T18:40:00.000Z","90225280906","46418481","344201","0"
"2023-07-23T19:40:00.000Z","90446465701","46490419","344748","0"
"2023-07-23T20:30:00.000Z","90566125830","46569657","345345","0"
"2023-07-23T21:30:00.000Z","90779254793","46685931","346255","0"
"2023-07-23T22:40:00.000Z","90914579497","46824049","347275","0"
"2023-07-24T00:00:00.000Z","91110629577","46976843","348433","0"
"2023-07-24T01:30:00.000Z","91440976235","47164095","349792","0"
"2023-07-24T02:40:00.000Z","91586269624","47341599","351092","0"
"2023-07-24T03:40:00.000Z","91894065058","47536037","352502","0"
"2023-07-24T04:30:00.000Z","92142952006","47674479","353496","0"
"2023-07-24T05:30:00.000Z","92357393809","47846223","354722","0"
"2023-07-24T06:40:00.000Z","92800425702","48043948","356112","0"
"2023-07-24T07:40:00.000Z","92923469345","48218763","357395","0"
"2023-07-24T08:30:00.000Z","93114551310","48345298","358329","0"
"2023-07-24T09:30:00.000Z","93586504169","48633365","360368","0"
"2023-07-24T10:40:00.000Z","94098888969","49013953","363079","0"
"2023-07-24T11:40:00.000Z","94579638779","49294186","365086","0"
"2023-07-24T12:40:00.000Z","95070805754","49587418","367164","0"
"2023-07-24T13:30:00.000Z","95299728084","49875060","369287","0"
"2023-07-24T14:40:00.000Z","95702302021","50333554","372533","0"
"2023-07-24T15:40:00.000Z","96356633679","50691843","375103","0"
"2023-07-24T16:30:00.000Z","96793779615","50859264","376292","0"
"2023-07-24T17:30:00.000Z","97319548519","51060246","377760","0"
"2023-07-24T18:40:00.000Z","97712147410","51219899","378984","0"
"2023-07-24T19:30:00.000Z","98039014977","51306441","379613","0"
"2023-07-24T20:30:00.000Z","98097048998","51398401","380325","0"
"2023-07-24T21:30:00.000Z","98230743282","51545859","381439","0"
"2023-07-24T22:40:00.000Z","98490133647","51725728","382749","0"
"2023-07-25T00:00:00.000Z","98951001998","51981580","384622","0"
"2023-07-25T01:30:00.000Z","99347077650","52273840","386756","0"
"2023-07-25T02:40:00.000Z","99705995526","52516014","388525","0"
"2023-07-25T03:40:00.000Z","100100190775","52726872","390069","0"
"2023-07-25T04:30:00.000Z","100699184028","52906715","391404","0"
"2023-07-25T05:30:00.000Z","100802796780","53107525","392890","0"
"2023-07-25T06:40:00.000Z","101336256758","53338422","394542","0"
"2023-07-25T07:40:00.000Z","101785350787","53515064","395841","0"
"2023-07-25T08:30:00.000Z","102065926487","53672661","396990","0"
"2023-07-25T09:30:00.000Z","102414065246","53910110","398759","0"
"2023-07-25T10:40:00.000Z","103128404876","54226697","401062","0"
"2023-07-25T11:40:00.000Z","103257777889","54497711","403039","0"
"2023-07-25T12:50:00.000Z","104209701771","54895949","405899","0"
"2023-07-25T13:30:00.000Z","104610399215","55125886","407556","0"
"2023-07-25T14:40:00.000Z","105317450432","55470875","410088","0"
"2023-07-25T15:30:00.000Z","106013362855","55670162","411569","0"
"2023-07-25T16:30:00.000Z","106439518291","55869749","413030","0"
"2023-07-25T17:30:00.000Z","106853087379","56051265","414331","0"
"2023-07-25T18:20:00.000Z","106998682930","56186552","415286","0"
"2023-07-25T19:30:00.000Z","107298548414","56326049","416342","0"
"2023-07-25T20:30:00.000Z","107519264941","56416975","417039","0"
"2023-07-25T21:40:00.000Z","107794962494","56571685","418187","0"
"2023-07-25T22:20:00.000Z","108059380240","56693745","419101","0"
"2023-07-26T00:00:00.000Z","108520260759","56981345","421165","0"
"2023-07-26T01:40:00.000Z","109013736226","57234708","423043","0"
"2023-07-26T02:40:00.000Z","109391562480","57377358","424052","0"
"2023-07-26T03:30:00.000Z","109683273843","57515514","425040","0"
"2023-07-26T04:30:00.000Z","110015660626","57695361","426332","0"
"2023-07-26T05:40:00.000Z","110431962534","57926847","428005","0"
"2023-07-26T06:20:00.000Z","110807716497","58044024","428845","0"
"2023-07-26T07:30:00.000Z","111221957656","58274139","430477","0"
"2023-07-26T08:30:00.000Z","111557555889","58539977","432350","0"
"2023-07-26T09:40:00.000Z","112765683906","58857851","434725","0"
"2023-07-26T10:20:00.000Z","113004972994","59018782","435904","0"
"2023-07-26T11:40:00.000Z","113223756259","59316157","438104","0"
"2023-07-26T12:30:00.000Z","113555560313","59548897","439753","0"
"2023-07-26T13:40:00.000Z","114137889607","59868266","442098","1"
"2023-07-26T14:20:00.000Z","114644941253","60062975","443494","0"
"2023-07-26T15:30:00.000Z","115281997882","60323487","445445","0"
"2023-07-26T16:30:00.000Z","115924650023","60563188","447259","0"
"2023-07-26T17:40:00.000Z","116289659035","60723159","448568","0"
"2023-07-26T18:20:00.000Z","116801699905","60828938","449362","0"
"2023-07-26T19:30:00.000Z","117160341260","60984633","450498","0"
"2023-07-26T20:30:00.000Z","117605510396","61104390","451387","0"
"2023-07-26T21:40:00.000Z","117753031494","61279733","452686","0"
"2023-07-26T22:30:00.000Z","118167105574","61398526","453564","0"
"2023-07-27T00:00:00.000Z","118668752976","61640820","455390","0"
"2023-07-27T01:20:00.000Z","119099471549","61851188","456918","0"
"2023-07-27T01:50:00.000Z","119071934746","61923748","457439","0"
"2023-07-27T02:30:00.000Z","119133355754","62039031","458275","0"
"2023-07-27T03:30:00.000Z","119450282304","62169732","459287","0"
"2023-07-27T04:30:00.000Z","119532070186","62357193","460646","0"
"2023-07-27T05:40:00.000Z","119944780217","62535473","461979","0"
"2023-07-27T06:30:00.000Z","120307318695","62681542","463029","0"
"2023-07-27T07:30:00.000Z","120981835717","62913130","464642","0"
"2023-07-27T08:30:00.000Z","121437261039","63107283","466040","0"
"2023-07-27T09:40:00.000Z","121775134418","63321738","467563","0"
"2023-07-27T10:30:00.000Z","121906817678","63498056","468852","0"
"2023-07-27T11:30:00.000Z","122236839310","63763378","470762","0"
"2023-07-27T12:30:00.000Z","122483888930","64008391","472473","0"
"2023-07-27T13:20:00.000Z","122780018853","64189417","473751","0"
"2023-07-27T14:30:00.000Z","123280015734","64488462","475853","0"
"2023-07-27T15:30:00.000Z","123609800130","64695927","477348","0"
